Jour;Catégorie client;Puissance moyenne journalière (W)
2020-04-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);123187.0
2020-04-01;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4283734119.0
2020-04-01;Puissance moyenne journalière de la production totale (W);6328473784.0
2020-04-11;Puissance moyenne journalière de la consommation profilée HTA (W);728221740.0
2020-04-11;Puissance moyenne journalière de la production totale (W);4435942576.0
2020-04-11;Puissance moyenne journalière de la production cogénération profilée (W);27905.0
2020-04-12;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2585640518.0
2020-04-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);13845540125.0
2020-04-26;Puissance moyenne journalière de la consommation totale HTA (W);7362717750.0
2020-04-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);13645536012.0
2020-04-27;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12985577817.0
2020-05-02;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);85227.0
2020-05-02;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14853811464.0
2020-05-12;Puissance moyenne journalière de la consommation télérelevée HTA (W);10641850458.0
2020-05-12;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);290925.0
2020-05-12;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4144549347.0
2020-05-12;Puissance moyenne journalière de la production cogénération profilée (W);21358.0
2020-05-12;Puissance moyenne journalière de la production hydraulique profilée (W);12704929.0
2020-05-19;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);25647756.0
2020-05-19;Puissance moyenne journalière de la production télérelevée totale (W);5064148975.0
2020-06-11;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);52164849.0
2020-06-11;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);304183.0
2020-06-11;Puissance moyenne journalière de la production profilée totale (W);543715694.0
2020-06-11;Puissance moyenne journalière de la production cogénération totale (W);2610328.0
2020-06-18;Puissance moyenne journalière de la consommation télérelevée HTA (W);11449934513.0
2020-06-18;Puissance moyenne journalière de la production cogénération profilée (W);22180.0
2020-06-28;Puissance moyenne journalière de la production autres totale (W);1207564689.0
2020-06-28;Puissance moyenne journalière de la production cogénération profilée (W);29573.0
2020-07-11;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);218349.0
2020-07-11;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11465635478.0
2020-07-11;Puissance moyenne journalière de la production autres totale (W);1134241233.0
2020-07-18;Puissance moyenne journalière de la production cogénération profilée (W);42386.0
2020-08-18;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);67987134.0
2020-08-18;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);255804.0
2020-08-18;Puissance moyenne journalière de la production autres totale (W);949910523.0
2020-09-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);30194787.0
2020-09-08;Puissance moyenne journalière de la production autres totale (W);913811874.0
2020-09-08;Puissance moyenne journalière de la production autres profilée (W);1228219.0
2020-09-12;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);33847020.0
2020-09-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3609875822.0
2020-09-12;Puissance moyenne journalière de la production cogénération profilée (W);39682.0
2020-09-12;Puissance moyenne journalière de la production autres profilée (W);1267234.0
2020-09-15;Puissance moyenne journalière de la production totale (W);3669387858.0
2020-09-15;Puissance moyenne journalière de la production hydraulique profilée (W);3140384.0
2020-10-15;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);484542.0
2020-10-15;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);60572278.0
2020-10-15;Puissance moyenne journalière de la consommation profilée HTA (W);1606025423.0
2020-10-22;Puissance moyenne journalière de la production totale (W);5277300959.0
2020-11-06;Puissance moyenne journalière de la consommation profilée HTA (W);1401802982.0
2020-11-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);19044981529.0
2020-11-07;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);38484315.0
2020-11-13;Puissance moyenne journalière de la consommation profilée HTA (W);1331752637.0
2020-11-13;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4381157670.0
2020-11-13;Puissance moyenne journalière de la production profilée totale (W);316889528.0
2020-11-13;Puissance moyenne journalière de la production hydraulique profilée (W);8351824.0
2020-11-16;Puissance moyenne journalière de la consommation totale HTA (W);12803997781.0
2020-11-16;Puissance moyenne journalière de la consommation profilée HTA (W);1288897784.0
2020-11-16;Puissance moyenne journalière de la production cogénération totale (W);1470754988.0
2020-11-16;Puissance moyenne journalière de la production cogénération profilée (W);743538.0
2020-11-16;Puissance moyenne journalière de la production autres profilée (W);3605647.0
2020-12-13;Puissance moyenne journalière de la consommation profilée HTA (W);882153063.0
2021-01-09;Puissance moyenne journalière de la consommation totale HTA (W);11023387226.0
2021-01-09;Puissance moyenne journalière de la production télérelevée totale (W);6862799483.0
2021-01-22;Puissance moyenne journalière de la consommation totale HTA (W);13714512463.0
2021-01-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5825720723.0
2021-01-22;Puissance moyenne journalière de la production profilée totale (W);139261654.0
2021-01-23;Puissance moyenne journalière de la production totale (W);8592574578.0
2021-01-23;Puissance moyenne journalière de la production cogénération profilée (W);253183.0
2021-01-30;Puissance moyenne journalière de la consommation télérelevée HTA (W);9908893811.0
2021-01-30;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);753507.0
2021-01-30;Puissance moyenne journalière de la consommation profilée HTA (W);275285919.0
2021-01-30;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);23161243996.0
2021-01-31;Puissance moyenne journalière de la consommation télérelevée HTA (W);8993730447.0
2021-01-31;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);743161.0
2021-01-31;Puissance moyenne journalière de la production profilée totale (W);148454370.0
2021-03-01;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2250642418.0
2021-03-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);107894253.0
2021-03-01;Puissance moyenne journalière de la consommation profilée HTA (W);309225326.0
2021-03-01;Puissance moyenne journalière de la production cogénération totale (W);1640201581.0
2021-03-01;Puissance moyenne journalière de la production hydraulique profilée (W);5376581.0
2021-03-05;Puissance moyenne journalière de la consommation profilée HTA (W);305196326.0
2021-03-05;Puissance moyenne journalière de la production télérelevée totale (W);8289916835.0
2021-03-05;Puissance moyenne journalière de la production autres totale (W);1612467194.0
2021-03-07;Puissance moyenne journalière de la consommation totale (W);42470584927.0
2021-03-07;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1741078141.0
2021-03-07;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4447582325.0
2021-03-19;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5434065148.0
2021-03-19;Puissance moyenne journalière de la production autres profilée (W);2205471.0
2021-04-17;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);117506412.0
2021-04-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4194105338.0
2021-04-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);21170895143.0
2021-04-17;Puissance moyenne journalière de la production cogénération totale (W);23365974.0
2021-04-17;Puissance moyenne journalière de la production autres totale (W);1250065169.0
2021-04-17;Puissance moyenne journalière de la production autres profilée (W);2021895.0
2021-04-24;Puissance moyenne journalière de la consommation totale HTA (W);9418328951.0
2021-04-24;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2167689647.0
2021-04-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3437890040.0
2021-04-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14361990597.0
2021-05-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2039840284.0
2021-05-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4033215962.0
2021-05-19;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2773459747.0
2021-05-19;Puissance moyenne journalière de la production cogénération profilée (W);40112.0
2021-06-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1983104730.0
2021-06-12;Puissance moyenne journalière de la consommation profilée HTA (W);233307787.0
2021-06-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3431537856.0
2021-06-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);14005343271.0
2021-06-15;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11264739082.0
2021-06-15;Puissance moyenne journalière de la production profilée totale (W);874564331.0
2021-06-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);13187299266.0
2021-06-24;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2799151010.0
2021-06-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3694920876.0
2021-07-07;Puissance moyenne journalière de la consommation profilée HTA (W);288869930.0
2021-07-07;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2806144525.0
2021-07-07;Puissance moyenne journalière de la production cogénération profilée (W);31240.0
2021-07-13;Puissance moyenne journalière de la consommation totale HTA (W);13333707323.0
2021-07-13;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1985408480.0
2021-07-14;Puissance moyenne journalière de la production cogénération totale (W);9767783.0
2021-07-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);65110960.0
2021-07-24;Puissance moyenne journalière de la production autres totale (W);1271344313.0
2021-07-24;Puissance moyenne journalière de la production cogénération profilée (W);24784.0
2021-08-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);65573625.0
2021-08-08;Puissance moyenne journalière de la production profilée totale (W);713855513.0
2021-08-28;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1669917336.0
2021-08-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3423307752.0
2021-09-01;Puissance moyenne journalière de la production cogénération profilée (W);31251.0
2021-09-03;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2764213127.0
2021-09-03;Puissance moyenne journalière de la production cogénération totale (W);13975695.0
2021-09-10;Puissance moyenne journalière de la production hydraulique profilée (W);1764663.0
2021-09-10;Puissance moyenne journalière de la production autres profilée (W);2047027.0
2021-09-19;Puissance moyenne journalière de la consommation profilée HTA (W);217535878.0
2021-09-29;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11569828799.0
2021-09-29;Puissance moyenne journalière de la production autres profilée (W);2070935.0
2021-10-02;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);87151952.0
2021-10-04;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);84527489.0
2021-10-04;Puissance moyenne journalière de la production télérelevée totale (W);6365327260.0
2021-10-07;Puissance moyenne journalière de la consommation télérelevée HTA (W);13341389520.0
2021-10-11;Puissance moyenne journalière de la consommation totale HTA (W);12981098670.0
2021-10-11;Puissance moyenne journalière de la consommation télérelevée HTA (W);12688416105.0
2021-10-11;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2127768681.0
2021-10-11;Puissance moyenne journalière de la consommation profilée HTA (W);292682565.0
2021-10-11;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14021977732.0
2021-10-11;Puissance moyenne journalière de la production télérelevée totale (W);4506010869.0
2021-10-13;Puissance moyenne journalière de la production totale (W);4470988409.0
2021-10-19;Puissance moyenne journalière de la consommation totale (W);36851972437.0
2021-10-19;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);95219291.0
2021-10-19;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2983486097.0
2021-10-19;Puissance moyenne journalière de la production cogénération totale (W);69074857.0
2021-11-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4656260.0
2021-11-03;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4950457.0
2021-11-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4947389695.0
2021-11-18;Puissance moyenne journalière de la consommation totale (W);47112393699.0
2021-11-27;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5715449875.0
2021-12-16;Puissance moyenne journalière de la production profilée totale (W);208646465.0
2021-12-16;Puissance moyenne journalière de la production autres totale (W);1471309062.0
2021-12-25;Puissance moyenne journalière de la consommation totale (W);40390963415.0
2021-12-25;Puissance moyenne journalière de la consommation totale HTA (W);8298583913.0
2021-12-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);8029780292.0
2022-02-01;Puissance moyenne journalière de la consommation profilée HTA (W);342946686.0
2022-02-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);13887243113.0
2022-02-24;Puissance moyenne journalière de la consommation profilée HTA (W);311962412.0
2022-03-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);232205301.0
2022-03-19;Puissance moyenne journalière de la consommation totale (W);39240262191.0
2022-03-19;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1994676415.0
2022-03-19;Puissance moyenne journalière de la production hydraulique profilée (W);5706031.0
2022-03-23;Puissance moyenne journalière de la consommation télérelevée HTA (W);13475410654.0
2022-03-23;Puissance moyenne journalière de la production cogénération totale (W);677246669.0
2022-03-28;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2234072070.0
2022-03-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);133318896.0
2022-03-28;Puissance moyenne journalière de la consommation profilée HTA (W);266320365.0
2022-03-28;Puissance moyenne journalière de la production totale (W);5769199580.0
2022-03-28;Puissance moyenne journalière de la production profilée totale (W);671817531.0
2022-03-28;Puissance moyenne journalière de la production cogénération profilée (W);92814.0
2022-04-01;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2740780307.0
2022-04-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2111597806.0
2022-04-03;Puissance moyenne journalière de la consommation profilée HTA (W);265116545.0
2022-04-03;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2839015944.0
2022-05-05;Puissance moyenne journalière de la consommation totale (W);34682273011.0
2022-05-05;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3045484.0
2022-05-05;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);108393011.0
2022-05-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4015242058.0
2022-05-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12291810038.0
2022-05-05;Puissance moyenne journalière de la production totale (W);5697939053.0
2022-05-05;Puissance moyenne journalière de la production cogénération totale (W);197909439.0
2022-05-08;Puissance moyenne journalière de la consommation totale HTA (W);8574699372.0
2022-05-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);115382868.0
2022-05-08;Puissance moyenne journalière de la production cogénération profilée (W);27295.0
2022-05-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);104086623.0
2022-05-26;Puissance moyenne journalière de la production hydraulique profilée (W);5804397.0
2022-05-26;Puissance moyenne journalière de la production autres profilée (W);1736211.0
2022-05-30;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2509495.0
2022-05-30;Puissance moyenne journalière de la production télérelevée totale (W);4876366238.0
2022-06-05;Puissance moyenne journalière de la consommation totale (W);26644511953.0
2022-06-05;Puissance moyenne journalière de la production autres totale (W);1253270480.0
2022-06-20;Puissance moyenne journalière de la production totale (W);7044121210.0
2022-06-20;Puissance moyenne journalière de la production profilée totale (W);857438303.0
2022-06-22;Puissance moyenne journalière de la production cogénération totale (W);141225691.0
2022-06-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2570558.0
2022-06-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3897209691.0
2022-06-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10702800675.0
2022-06-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);13053186977.0
2022-06-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3827598554.0
2022-06-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10585627352.0
2022-06-24;Puissance moyenne journalière de la production autres profilée (W);1943879.0
2022-06-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);9747884382.0
2022-06-25;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1735777737.0
2022-06-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3384928756.0
2022-06-25;Puissance moyenne journalière de la production totale (W);5732351195.0
2022-06-25;Puissance moyenne journalière de la production hydraulique profilée (W);4106619.0
2022-07-16;Puissance moyenne journalière de la consommation totale HTA (W);10481020957.0
2022-07-16;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2618139584.0
2022-07-16;Puissance moyenne journalière de la production télérelevée totale (W);5899699326.0
2022-07-20;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2994569432.0
2022-07-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);13071454575.0
2022-07-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11382097653.0
2022-07-25;Puissance moyenne journalière de la production télérelevée totale (W);7615639283.0
2022-07-25;Puissance moyenne journalière de la production cogénération profilée (W);12759.0
2022-08-03;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2907570855.0
2022-08-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11444020622.0
2022-08-07;Puissance moyenne journalière de la consommation totale (W);26891884590.0
2022-08-07;Puissance moyenne journalière de la consommation totale HTA (W);8655767667.0
2022-08-07;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3150724406.0
2022-08-07;Puissance moyenne journalière de la production totale (W);8969150997.0
2022-08-07;Puissance moyenne journalière de la production hydraulique profilée (W);1061808.0
2022-08-17;Puissance moyenne journalière de la production autres totale (W);907282819.0
2022-09-01;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2697182503.0
2022-09-01;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3889540524.0
2022-09-01;Puissance moyenne journalière de la production totale (W);5568740175.0
2022-09-01;Puissance moyenne journalière de la production cogénération totale (W);167035570.0
2022-09-11;Puissance moyenne journalière de la production profilée totale (W);866759709.0
2022-09-11;Puissance moyenne journalière de la production autres totale (W);920146616.0
2022-09-25;Puissance moyenne journalière de la consommation totale HTA (W);8469178966.0
2022-09-25;Puissance moyenne journalière de la production cogénération totale (W);117073282.0
2022-09-25;Puissance moyenne journalière de la production autres totale (W);976495035.0
2022-09-27;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);120360805.0
2022-09-27;Puissance moyenne journalière de la consommation profilée HTA (W);258822679.0
2022-09-30;Puissance moyenne journalière de la production cogénération totale (W);307121300.0
2022-10-01;Puissance moyenne journalière de la consommation télérelevée HTA (W);9292975901.0
2022-10-01;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1687183622.0
2022-10-20;Puissance moyenne journalière de la consommation télérelevée HTA (W);12879993956.0
2022-10-20;Puissance moyenne journalière de la production autres totale (W);1038045357.0
2022-10-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10986800020.0
2022-10-26;Puissance moyenne journalière de la production profilée totale (W);467955655.0
2022-11-09;Puissance moyenne journalière de la consommation télérelevée HTA (W);12885540259.0
2022-11-09;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2177051180.0
2022-11-09;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2785692663.0
2022-11-09;Puissance moyenne journalière de la production cogénération profilée (W);214238.0
2022-11-09;Puissance moyenne journalière de la production autres profilée (W);1684887.0
2022-11-22;Puissance moyenne journalière de la consommation totale (W);44652495903.0
2022-11-22;Puissance moyenne journalière de la production totale (W);13281244926.0
2022-12-03;Puissance moyenne journalière de la production totale (W);7875758360.0
2022-12-03;Puissance moyenne journalière de la production télérelevée totale (W);7785077226.0
2022-12-03;Puissance moyenne journalière de la production hydraulique profilée (W);4552279.0
2022-12-04;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2089008807.0
2022-12-04;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);25467010859.0
2022-12-04;Puissance moyenne journalière de la production autres profilée (W);1642098.0
2022-12-06;Puissance moyenne journalière de la production cogénération totale (W);2071572796.0
2022-12-09;Puissance moyenne journalière de la production autres profilée (W);1636386.0
2022-12-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);18267004285.0
2022-12-25;Puissance moyenne journalière de la production autres totale (W);1526438950.0
2022-12-28;Puissance moyenne journalière de la consommation totale HTA (W);10122544783.0
2022-12-28;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3041828286.0
2022-12-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);20789389296.0
2022-12-28;Puissance moyenne journalière de la production cogénération totale (W);1396611793.0
2023-01-09;Puissance moyenne journalière de la consommation profilée HTA (W);5894903.0
2023-01-09;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);38177091.0
2023-01-09;Puissance moyenne journalière de la production autres profilée (W);1604788.0
2023-01-18;Puissance moyenne journalière de la consommation totale (W);54232480775.0
2023-01-26;Puissance moyenne journalière de la consommation totale (W);57375857763.0
2023-01-26;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);7082921947.0
2023-01-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);28706943875.0
2023-02-04;Puissance moyenne journalière de la consommation télérelevée HTA (W);10058236866.0
2023-02-04;Puissance moyenne journalière de la production télérelevée totale (W);6174590705.0
2023-02-04;Puissance moyenne journalière de la production profilée totale (W);118337047.0
2023-02-27;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);6461231023.0
2023-03-11;Puissance moyenne journalière de la consommation totale (W);39702917484.0
2023-03-11;Puissance moyenne journalière de la consommation totale HTA (W);9772083127.0
2023-03-19;Puissance moyenne journalière de la consommation totale HTA (W);8522731134.0
2023-03-19;Puissance moyenne journalière de la consommation télérelevée HTA (W);8517287450.0
2023-03-19;Puissance moyenne journalière de la production télérelevée totale (W);7150651885.0
2023-03-28;Puissance moyenne journalière de la consommation profilée HTA (W);6720455.0
2023-03-28;Puissance moyenne journalière de la production télérelevée totale (W);9218647111.0
2023-03-31;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3519667.0
2023-04-11;Puissance moyenne journalière de la production télérelevée totale (W);9717264057.0
2023-04-11;Puissance moyenne journalière de la production cogénération profilée (W);17001.0
2023-04-28;Puissance moyenne journalière de la consommation télérelevée HTA (W);12089048667.0
2023-04-28;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4390769445.0
2023-04-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3770068149.0
2023-04-28;Puissance moyenne journalière de la production cogénération profilée (W);29074.0
2023-05-10;Puissance moyenne journalière de la consommation totale (W);32857676200.0
2023-05-10;Puissance moyenne journalière de la consommation télérelevée HTA (W);12661603361.0
2023-05-10;Puissance moyenne journalière de la production hydraulique profilée (W);1296611.0
2023-05-24;Puissance moyenne journalière de la consommation totale (W);31729234370.0
2023-05-24;Puissance moyenne journalière de la production cogénération totale (W);98717664.0
2023-05-26;Puissance moyenne journalière de la consommation totale HTA (W);12251682367.0
2023-05-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);144614736.0
2023-05-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3534108389.0
2023-05-26;Puissance moyenne journalière de la production profilée totale (W);534516974.0
2023-06-11;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1729653.0
2023-06-11;Puissance moyenne journalière de la production totale (W);5660734238.0
2023-06-11;Puissance moyenne journalière de la production autres totale (W);1437344383.0
2023-06-24;Puissance moyenne journalière de la consommation totale (W);27930070844.0
2023-06-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);9827424009.0
2023-06-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3284074366.0
2023-06-24;Puissance moyenne journalière de la production télérelevée totale (W);6526682652.0
2023-07-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);9612410234.0
2023-08-09;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2174986.0
2023-08-09;Puissance moyenne journalière de la production hydraulique profilée (W);491490.0
2023-08-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10599287830.0
2023-08-21;Puissance moyenne journalière de la consommation télérelevée HTA (W);12153443216.0
2023-08-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11503933896.0
2023-08-21;Puissance moyenne journalière de la production autres totale (W);1014413348.0
2023-08-26;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3855110446.0
2023-08-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3278423899.0
2023-08-26;Puissance moyenne journalière de la production cogénération profilée (W);26796.0
2023-08-29;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);143265961.0
2023-08-29;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);14288443.0
2023-08-29;Puissance moyenne journalière de la production autres profilée (W);1213940.0
2023-09-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3803732754.0
2023-09-05;Puissance moyenne journalière de la production autres profilée (W);1219666.0
2023-09-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3147622.0
2023-09-08;Puissance moyenne journalière de la production hydraulique profilée (W);347781.0
2023-09-17;Puissance moyenne journalière de la production autres totale (W);959200718.0
2023-09-17;Puissance moyenne journalière de la production hydraulique profilée (W);357128.0
2023-09-17;Puissance moyenne journalière de la production autres profilée (W);1237626.0
2023-09-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);12176841045.0
2023-09-25;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);151331043.0
2023-09-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3424464061.0
2023-09-25;Puissance moyenne journalière de la production télérelevée totale (W);5116194357.0
2023-09-25;Puissance moyenne journalière de la production autres totale (W);970857729.0
2023-09-25;Puissance moyenne journalière de la production autres profilée (W);1307739.0
2023-09-30;Puissance moyenne journalière de la production cogénération profilée (W);28666.0
2023-10-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12312204565.0
2023-10-16;Puissance moyenne journalière de la production télérelevée totale (W);8089329459.0
2023-10-16;Puissance moyenne journalière de la production autres profilée (W);2242480.0
2023-10-17;Puissance moyenne journalière de la consommation télérelevée HTA (W);12923185760.0
2023-10-17;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);180160174.0
2023-10-20;Puissance moyenne journalière de la consommation totale (W);32605933261.0
2023-10-20;Puissance moyenne journalière de la consommation télérelevée HTA (W);12292914670.0
2023-10-20;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11641723438.0
2023-10-20;Puissance moyenne journalière de la production hydraulique profilée (W);575973.0
